Bin,Chromosome,Position,FC_Sbe_vs_Wte,FC_sbg_vs_wtg
LinJ33-1465000-1470000,33,1467500,0.525596129,0.414062687
LinJ18-685000-690000,18,687500,0.336803492,0.413507192
LinJ23-505000-510000,23,507500,0.089990076,0.413160725
LinJ01-80000-85000,1,82500,-0.112431918,0.413068666
LinJ18-610000-615000,18,612500,0.418892819,0.409371909
LinJ33-1205000-1210000,33,1207500,0.508588147,0.409270169
LinJ18-195000-200000,18,197500,0.36498306,0.408810182
LinJ33-780000-785000,33,782500,0.495633272,0.40694193
LinJ18-700000-705000,18,702500,0.345032787,0.406077519
LinJ18-120000-125000,18,122500,0.405992338,0.405238696
LinJ33-965000-970000,33,967500,0.52309671,0.404091863
LinJ18-690000-695000,18,692500,0.381247711,0.401715983
LinJ18-235000-240000,18,237500,0.39325802,0.401320706
LinJ18-115000-120000,18,117500,0.458252383,0.400200296
LinJ04-460000-465000,4,462500,-0.07393677,0.397996443
LinJ33-240000-245000,33,242500,0,0.397036697
LinJ18-200000-205000,18,202500,0.340553186,0.396406004
LinJ18-455000-460000,18,457500,0.235327272,0.396245677
LinJ18-550000-555000,18,552500,0.375624889,0.396209826
LinJ33-945000-950000,33,947500,0.551474833,0.395399682
LinJ36-2525000-2530000,36,2527500,-0.170046502,0.395140937
LinJ13-140000-145000,13,142500,-1.357247857,0.393785572
LinJ35-45000-50000,35,47500,0,0.393715067
LinJ23-25000-30000,23,27500,0.042288883,0.393712198
LinJ33-1295000-1300000,33,1297500,0.548358679,0.39332763
LinJ22-360000-365000,22,362500,0.094066778,0.39233287
LinJ33-985000-990000,33,987500,0.579684216,0.391737475
LinJ11-95000-100000,11,97500,0.383189776,0.391618121
LinJ18-580000-585000,18,582500,0.336449896,0.390089584
LinJ11-80000-85000,11,82500,0.472845192,0.389538793
LinJ18-110000-115000,18,112500,0.424959975,0.389127684
LinJ11-15000-20000,11,17500,0.566789835,0.388497242
LinJ18-670000-675000,18,672500,0.34236317,0.388384027
LinJ11-90000-95000,11,92500,0.499967165,0.388152155
LinJ28-1070000-1075000,28,1072500,0.386893982,0.388131241
LinJ06-130000-135000,6,132500,-0.030440505,0.386777215
LinJ18-155000-160000,18,157500,0.327481163,0.386122028
LinJ33-1100000-1105000,33,1102500,0.58544774,0.384507112
LinJ18-100000-105000,18,102500,0.402489808,0.38427052
LinJ36-1445000-1450000,36,1447500,0,0.384229598
LinJ04-450000-455000,4,452500,0.055788898,0.383580777
LinJ33-1515000-1520000,33,1517500,0.557798502,0.382273585
LinJ18-615000-620000,18,617500,0.285261185,0.379863769
LinJ18-625000-630000,18,627500,0.314858406,0.379135402
LinJ18-515000-520000,18,517500,0.326574687,0.378111572
LinJ18-240000-245000,18,242500,0.340006704,0.377198818
LinJ18-680000-685000,18,682500,0.329627268,0.37560576
LinJ11-100000-105000,11,102500,0.418381927,0.375552501
LinJ23-220000-225000,23,222500,-0.287764305,0.375283896
LinJ18-105000-110000,18,107500,0.374060543,0.375035702
LinJ18-95000-100000,18,97500,0.375288102,0.374900892
LinJ10-555000-560000,10,557500,0,0.374115431
LinJ25-255000-260000,25,257500,0,0.374104408
LinJ18-710000-715000,18,712500,0.374203588,0.373672739
LinJ23-340000-345000,23,342500,0.039520066,0.372569727
LinJ25-805000-810000,25,807500,0,0.371269483
LinJ18-180000-185000,18,182500,0.468433298,0.370935465
LinJ33-1315000-1320000,33,1317500,0.408807978,0.370694256
LinJ18-505000-510000,18,507500,0.277277936,0.369371688
LinJ11-110000-115000,11,112500,0.497197279,0.369097724
LinJ22-375000-380000,22,377500,0,0.368199101
LinJ24-110000-115000,24,112500,0.512614699,0.367630189
LinJ21-230000-235000,21,232500,-0.105107299,0.367387431
LinJ36-2675000-2680000,36,2677500,0.159337051,0.36679449
LinJ18-280000-285000,18,282500,0.394616126,0.366413822
LinJ28-1200000-1205000,28,1202500,-0.029296765,0.366345835
LinJ18-140000-145000,18,142500,0.365397478,0.366218668
LinJ36-2735000-2740000,36,2737500,-0.050853819,0.365711277
LinJ33-950000-955000,33,952500,0.533612454,0.364777156
LinJ18-595000-600000,18,597500,0.298050547,0.364616642
LinJ23-5000-10000,23,7500,0.074910893,0.363723291
LinJ18-645000-650000,18,647500,0.346716824,0.362962631
LinJ11-35000-40000,11,37500,0.42929957,0.3626317
LinJ18-25000-30000,18,27500,0.308624471,0.36252916
LinJ18-320000-325000,18,322500,0.355077668,0.362045399
LinJ21-725000-730000,21,727500,-0.058398054,0.36171292
LinJ36-160000-165000,36,162500,0,0.361190033
LinJ35-390000-395000,35,392500,0.055250771,0.360799199
LinJ07-215000-220000,7,217500,-0.280769135,0.359876708
LinJ18-495000-500000,18,497500,0.273620778,0.359287874
LinJ18-535000-540000,18,537500,0.274116189,0.359100935
LinJ35-1465000-1470000,35,1467500,0,0.358522426
LinJ33-1005000-1010000,33,1007500,0.530053605,0.358293636
LinJ26-845000-850000,26,847500,0.511065378,0.35751593
LinJ18-675000-680000,18,677500,0.347827429,0.357296047
LinJ29-615000-620000,29,617500,0.152908838,0.356702304
LinJ18-510000-515000,18,512500,0.269694454,0.354289351
LinJ18-270000-275000,18,272500,0.320246598,0.352697117
LinJ25-250000-255000,25,252500,-0.069721447,0.352137963
LinJ18-585000-590000,18,587500,0.369481173,0.351601533
LinJ36-1450000-1455000,36,1452500,-0.143022646,0.351244149
LinJ18-460000-465000,18,462500,0.292911016,0.351049378
LinJ33-930000-935000,33,932500,0.480651303,0.350521516
LinJ18-190000-195000,18,192500,0.354291152,0.350360913
LinJ33-1445000-1450000,33,1447500,0,0.347620228
LinJ35-1325000-1330000,35,1327500,0,0.34746233
LinJ13-145000-150000,13,147500,-0.562677796,0.344877056
LinJ18-305000-310000,18,307500,0.400950159,0.344492049
LinJ18-295000-300000,18,297500,0.293842991,0.343979505
LinJ23-355000-360000,23,357500,0.031759728,0.343923945
LinJ30-230000-235000,30,232500,-1.527259833,0.342591044
LinJ18-400000-405000,18,402500,0.330529603,0.342565719
LinJ18-370000-375000,18,372500,0.35086881,0.342395634
LinJ18-520000-525000,18,522500,0,0.342306135
LinJ18-255000-260000,18,257500,0.364664657,0.341634849
LinJ03-5000-10000,3,7500,-0.095305885,0.341430844
LinJ35-765000-770000,35,767500,0.126831507,0.341412969
LinJ34-330000-335000,34,332500,0,0.338554488
LinJ18-630000-635000,18,632500,0.287613431,0.337414132
LinJ34-850000-855000,34,852500,0.119131248,0.335425532
LinJ36-1660000-1665000,36,1662500,0.075733921,0.335028012
LinJ34-1120000-1125000,34,1122500,0.101806215,0.33489974
LinJ18-540000-545000,18,542500,0.413787166,0.33457297
LinJ29-325000-330000,29,327500,0.066015656,0.334041891
LinJ24-605000-610000,24,607500,0.173916649,0.333849524
LinJ14-505000-510000,14,507500,0.35577581,0.331796658
LinJ35-365000-370000,35,367500,0.129309143,0.330848086
LinJ33-1115000-1120000,33,1117500,0.522795341,0.33057617
LinJ33-850000-855000,33,852500,0.553686492,0.328651286
LinJ35-40000-45000,35,42500,0.038989475,0.327758031
LinJ18-490000-495000,18,492500,0.286389526,0.32672767
LinJ21-10000-15000,21,12500,0.016046626,0.325160847
LinJ29-335000-340000,29,337500,-0.168785323,0.324792705
LinJ36-250000-255000,36,252500,0.069295649,0.324357022
LinJ23-295000-300000,23,297500,0.039915746,0.324065874
LinJ18-640000-645000,18,642500,0.383026448,0.324017472
LinJ18-425000-430000,18,427500,0.190602901,0.323609384
LinJ35-470000-475000,35,472500,-0.280672672,0.322634708
LinJ18-265000-270000,18,267500,0.32751072,0.322513431
LinJ11-120000-125000,11,122500,0.424586032,0.322353262
LinJ18-290000-295000,18,292500,0.314137277,0.322310517
LinJ18-315000-320000,18,317500,0.30788204,0.321267041
LinJ23-20000-25000,23,22500,0.029327973,0.320593322
LinJ34-1110000-1115000,34,1112500,-0.129107258,0.319974706
LinJ09-30000-35000,9,32500,0.090004252,0.318624216
LinJ18-15000-20000,18,17500,0.333359684,0.318481881
LinJ18-250000-255000,18,252500,0.447553463,0.318108665
LinJ18-325000-330000,18,327500,0.274313284,0.317365227
LinJ35-1240000-1245000,35,1242500,0.033664687,0.317041034
LinJ36-245000-250000,36,247500,0.138644114,0.316831108
LinJ18-415000-420000,18,417500,0.354808242,0.316512763
LinJ18-485000-490000,18,487500,0.358689253,0.315682966
LinJ18-260000-265000,18,262500,0.330094494,0.315368824
LinJ07-385000-390000,7,387500,-0.130368971,0.315183006
LinJ18-465000-470000,18,467500,0.258881832,0.314133762
LinJ29-1100000-1105000,29,1102500,0.325308979,0.313060691
LinJ35-800000-805000,35,802500,0.092956947,0.312563799
LinJ14-440000-445000,14,442500,0.045183669,0.312426975
LinJ23-500000-505000,23,502500,0.029542796,0.312426974
LinJ23-190000-195000,23,192500,0.027352662,0.312071794
LinJ18-410000-415000,18,412500,0.239963895,0.31033667
LinJ29-545000-550000,29,547500,0.174992954,0.310141429
LinJ18-310000-315000,18,312500,0.394561785,0.30991368
LinJ36-2150000-2155000,36,2152500,0.093378918,0.309370031
LinJ16-330000-335000,16,332500,-0.977817781,0.309049772
LinJ17-425000-430000,17,427500,-0.063757198,0.307318153
LinJ27-305000-310000,27,307500,0.114881363,0.305196192
LinJ25-560000-565000,25,562500,0.106574018,0.304810505
LinJ13-655000-659814,13,657407,0.247481302,0.303245609
LinJ30-1320000-1325000,30,1322500,0.106296951,0.302945276
LinJ03-0-5000,3,2500,-0.108293806,0.301689083
LinJ35-945000-950000,35,947500,0.167329949,0.301683873
LinJ18-600000-605000,18,602500,0.369323849,0.300807708
LinJ29-1090000-1095000,29,1092500,0,0.299665125
LinJ23-15000-20000,23,17500,0.015994457,0.299249943
LinJ18-530000-535000,18,532500,0.237542713,0.29918384
LinJ34-370000-375000,34,372500,0.087247876,0.298779457
LinJ11-0-5000,11,2500,0.05177165,0.298029771
LinJ28-845000-850000,28,847500,-0.750226772,0.29697404
LinJ23-240000-245000,23,242500,0.049780115,0.295976198
LinJ20-520000-525000,20,522500,0,0.295480388
LinJ18-360000-365000,18,362500,0.327318938,0.295220361
LinJ18-355000-360000,18,357500,0.34650768,0.293289231
LinJ23-575000-580000,23,577500,-0.031421168,0.293215529
LinJ18-275000-280000,18,277500,0.335767801,0.293129153
LinJ23-35000-40000,23,37500,0.064786085,0.292460892
LinJ15-640000-645000,15,642500,-0.039369403,0.292089824
LinJ23-290000-295000,23,292500,0.101991451,0.291712403
LinJ15-85000-90000,15,87500,0,0.290558284
LinJ18-590000-595000,18,592500,0.392928959,0.290130054
LinJ30-790000-795000,30,792500,0.084722554,0.290047909
LinJ18-330000-335000,18,332500,0.314004771,0.290019328
LinJ18-345000-350000,18,347500,0.321308103,0.289722973
LinJ18-300000-305000,18,302500,0.3118395,0.288893046
LinJ23-325000-330000,23,327500,0.040094074,0.288472945
LinJ18-365000-370000,18,367500,0.284300472,0.287599867
LinJ23-365000-370000,23,367500,0.050614781,0.286943403
LinJ18-380000-385000,18,382500,0.294267064,0.286633611
LinJ36-915000-920000,36,917500,0.136231606,0.285779295
LinJ23-165000-170000,23,167500,0.072653181,0.284809783
LinJ23-10000-15000,23,12500,0.082478505,0.283486001
LinJ35-1645000-1650000,35,1647500,0.036599766,0.281987701
LinJ18-405000-410000,18,407500,0.35883527,0.280293585
LinJ18-500000-505000,18,502500,0.281420054,0.28028825
LinJ22-665000-670000,22,667500,-0.553152039,0.279598822
LinJ34-1145000-1150000,34,1147500,0.06490797,0.279191766
LinJ22-650000-655000,22,652500,0.027932176,0.27792173
LinJ18-420000-425000,18,422500,0.297860526,0.27753412
LinJ33-635000-640000,33,637500,0.073342151,0.277218736
LinJ18-350000-355000,18,352500,0.274611933,0.277051072
LinJ28-285000-290000,28,287500,-0.096672495,0.276305132
LinJ19-85000-90000,19,87500,0.146287726,0.276305131
LinJ23-405000-410000,23,407500,0.075716109,0.275375557
LinJ18-395000-400000,18,397500,0.271857751,0.273731935
LinJ35-820000-825000,35,822500,0.146413705,0.273721518
LinJ35-1065000-1070000,35,1067500,0.090078606,0.2736951
LinJ23-270000-275000,23,272500,0.03167798,0.273299231
LinJ02-140000-145000,2,142500,-0.11468431,0.272932718
LinJ23-370000-375000,23,372500,0.059674039,0.272523486
LinJ23-330000-335000,23,332500,0.060530044,0.272495265
LinJ23-585000-590000,23,587500,-0.030984655,0.271452259
LinJ15-645000-650000,15,647500,-0.121589436,0.271270397
LinJ20-525000-530000,20,527500,0.010563416,0.270652762
LinJ34-1500000-1505000,34,1502500,0.110220854,0.269842827
LinJ29-345000-350000,29,347500,-0.005389745,0.269141232
LinJ09-575000-580000,9,577500,-0.011833977,0.268701611
LinJ23-60000-65000,23,62500,0.068576081,0.268634628
LinJ23-285000-290000,23,287500,0.013090827,0.268334202
LinJ33-615000-620000,33,617500,0.167749189,0.267523215
LinJ36-2670000-2675000,36,2672500,0.086014771,0.267027731
LinJ18-390000-395000,18,392500,0.291846854,0.266616838
LinJ23-210000-215000,23,212500,-0.065156653,0.265240782
LinJ33-550000-555000,33,552500,0.098583044,0.264457573
LinJ23-185000-190000,23,187500,0.00560675,0.264371175
LinJ18-170000-175000,18,172500,0,0.263991784
LinJ06-120000-125000,6,122500,-0.44413033,0.263631541
LinJ36-1135000-1140000,36,1137500,-0.059864557,0.263188952
LinJ21-240000-245000,21,242500,-0.016455069,0.262861496
LinJ23-205000-210000,23,207500,-0.021264609,0.262800999
LinJ13-415000-420000,13,417500,0.19649448,0.262442295
LinJ10-20000-25000,10,22500,-0.113318429,0.262358619
LinJ20-515000-520000,20,517500,-2.614412142,0.2622798
LinJ23-320000-325000,23,322500,0.033743158,0.261225912
LinJ23-775000-780000,23,777500,-0.011838617,0.260869232
LinJ22-35000-40000,22,37500,0.100855839,0.260685131
LinJ20-530000-535000,20,532500,-0.047973536,0.259968425
LinJ25-570000-575000,25,572500,-0.185827881,0.259807649
LinJ03-385000-389657,3,387328.5,-0.1167604,0.25957169
LinJ04-10000-15000,4,12500,-0.009673246,0.258622011
LinJ22-40000-45000,22,42500,0.111391005,0.258444004
LinJ23-750000-755000,23,752500,-0.022099988,0.258097372
LinJ23-630000-635000,23,632500,0.03544685,0.2580722
LinJ23-760000-765000,23,762500,0.06040385,0.257833451
LinJ35-1365000-1370000,35,1367500,0.025480878,0.257530303
LinJ35-1785000-1790000,35,1787500,0.070565843,0.257462422
LinJ30-250000-255000,30,252500,0.050341115,0.257388664
LinJ35-1720000-1725000,35,1722500,0.09817404,0.256003352
LinJ18-470000-475000,18,472500,0.230843686,0.255678446
LinJ27-730000-735000,27,732500,0.063575749,0.254642869
LinJ36-640000-645000,36,642500,0.102447253,0.254597754
LinJ17-190000-195000,17,192500,0.448345419,0.254085597
LinJ28-0-5000,28,2500,0,0.253830805
LinJ23-745000-750000,23,747500,-0.012436791,0.253404251
LinJ36-265000-270000,36,267500,0.141244266,0.253099583
LinJ23-740000-745000,23,742500,0.084983724,0.25257604
LinJ35-1080000-1085000,35,1082500,0.069726898,0.252339006
LinJ13-150000-155000,13,152500,0.035639144,0.251355533
LinJ15-630000-635000,15,632500,0.052753858,0.250340667
LinJ35-1950000-1955000,35,1952500,0.099479409,0.250105318
LinJ21-220000-225000,21,222500,-0.295330831,0.249775193
LinJ35-1640000-1645000,35,1642500,0.16434776,0.249368038
LinJ20-265000-270000,20,267500,0.189726335,0.248718116
LinJ35-30000-35000,35,32500,0.054936362,0.247362371
LinJ30-225000-230000,30,227500,-1.035079425,0.247211192
LinJ11-220000-225000,11,222500,0.129588622,0.246897179
LinJ28-280000-285000,28,282500,-0.115957175,0.246855127
LinJ23-215000-220000,23,217500,0.029944947,0.246212852
LinJ07-0-5000,7,2500,-0.084873353,0.245215248
LinJ23-70000-75000,23,72500,-0.019555969,0.245037077
LinJ34-350000-355000,34,352500,0.157017471,0.245017855
LinJ36-2310000-2315000,36,2312500,0.114223774,0.244303993
LinJ23-265000-270000,23,267500,0.014806793,0.243804587
LinJ33-235000-240000,33,237500,-0.016494614,0.243542834
LinJ34-465000-470000,34,467500,0.095362245,0.243512091
LinJ36-325000-330000,36,327500,0.071792494,0.243063992
LinJ10-545000-550000,10,547500,-0.025484885,0.241562754
LinJ29-625000-630000,29,627500,0.150333706,0.241428255
LinJ23-30000-35000,23,32500,-0.024852485,0.240776294
LinJ35-50000-55000,35,52500,-0.055939679,0.240732767
LinJ33-105000-110000,33,107500,0,0.240113356
LinJ23-55000-60000,23,57500,0.000154246,0.239962465
LinJ35-1410000-1415000,35,1412500,0.070540276,0.239794881
LinJ17-420000-425000,17,422500,0,0.239504721
LinJ28-840000-845000,28,842500,-1.809901145,0.239500053
LinJ18-375000-380000,18,377500,0.31838002,0.238963129
LinJ33-710000-715000,33,712500,-0.838142816,0.238666105
LinJ36-1435000-1440000,36,1437500,0.089946097,0.237976574
LinJ23-730000-735000,23,732500,0.004260128,0.2379612
LinJ35-150000-155000,35,152500,0.070597544,0.23767218
LinJ19-650000-655000,19,652500,-0.018043883,0.236862466
LinJ07-10000-15000,7,12500,-0.05931626,0.235886211
LinJ22-365000-370000,22,367500,0.025300605,0.235787508
LinJ09-5000-10000,9,7500,0.00128815,0.235626084
LinJ29-1065000-1070000,29,1067500,0.113701616,0.235214332
LinJ35-1725000-1730000,35,1727500,0.085322102,0.235133998
LinJ09-0-5000,9,2500,-0.073226877,0.235133998
LinJ23-710000-715000,23,712500,0.004131948,0.234879463
LinJ35-655000-660000,35,657500,-0.021370998,0.234859752
LinJ23-540000-545000,23,542500,0.036555363,0.234853477
LinJ23-485000-490000,23,487500,-0.026439279,0.234704573
LinJ30-775000-780000,30,777500,0.062893515,0.234410003
LinJ23-360000-365000,23,362500,0.060779549,0.232565059
LinJ29-1070000-1075000,29,1072500,0.039798296,0.232294609
LinJ16-335000-340000,16,337500,-1.962419124,0.232202441
LinJ18-340000-345000,18,342500,0.269328589,0.231454072
LinJ34-1305000-1310000,34,1307500,0.093438842,0.230829499
LinJ23-135000-140000,23,137500,0.021132379,0.230592197
LinJ24-600000-605000,24,602500,0.08304293,0.230505678
LinJ09-405000-410000,9,407500,-0.200004691,0.230400288
LinJ23-720000-725000,23,722500,-0.01680764,0.230245225
LinJ29-620000-625000,29,622500,0.092307474,0.230211919
LinJ19-45000-50000,19,47500,0.077121433,0.229829033
LinJ35-1665000-1670000,35,1667500,0.063683836,0.229065537
LinJ27-1055000-1060000,27,1057500,-0.199045335,0.229060687
LinJ09-400000-405000,9,402500,-0.166958487,0.229034571
LinJ36-785000-790000,36,787500,-0.049359367,0.228845271
LinJ36-775000-780000,36,777500,-0.080252143,0.228078189
LinJ30-795000-800000,30,797500,0.106555178,0.227862876
LinJ30-1075000-1080000,30,1077500,0,0.227245502
LinJ16-625000-630000,16,627500,0,0.22676434
LinJ36-1265000-1270000,36,1267500,-0.185522999,0.226659551
LinJ35-1505000-1510000,35,1507500,0.109844432,0.226164572
LinJ29-1250000-1255000,29,1252500,0.097472052,0.226098511
LinJ27-35000-40000,27,37500,0.045220856,0.22433582
LinJ23-40000-45000,23,42500,0.048124679,0.224013419
LinJ34-985000-990000,34,987500,0.077103937,0.223764828
LinJ23-170000-175000,23,172500,0.02729523,0.223570766
LinJ35-1880000-1885000,35,1882500,0.133252046,0.223424511
LinJ34-1210000-1215000,34,1212500,0.063204971,0.223362752
LinJ07-205000-210000,7,207500,-0.188734153,0.222413771
LinJ06-200000-205000,6,202500,-0.155581614,0.220963055
LinJ36-2725000-2730000,36,2727500,0.14177329,0.220326836
LinJ24-115000-120000,24,117500,0,0.219864567
LinJ30-1300000-1305000,30,1302500,0.037113551,0.219056616
LinJ26-270000-275000,26,272500,0.142353355,0.218947609
LinJ29-710000-715000,29,712500,0.072750084,0.218610214
LinJ23-130000-135000,23,132500,0.072360734,0.218291261
LinJ36-2160000-2165000,36,2162500,0.148743943,0.21799119
LinJ09-35000-40000,9,37500,0.135280253,0.216563189
LinJ05-385000-390000,5,387500,-0.219553376,0.216278444
LinJ34-1310000-1315000,34,1312500,0.10988251,0.215771437
