GeneID	Chr	start	end	Strand
LinJ07-185000-190000	LinJ07	185000	190000	+
LinJ07-190000-195000	LinJ07	190000	195000	+
LinJ07-195000-200000	LinJ07	195000	200000	+
LinJ07-200000-205000	LinJ07	200000	205000	+
LinJ07-205000-210000	LinJ07	205000	210000	+
LinJ07-210000-215000	LinJ07	210000	215000	+
LinJ07-215000-220000	LinJ07	215000	220000	+
LinJ07-220000-225000	LinJ07	220000	225000	+
LinJ07-225000-230000	LinJ07	225000	230000	+
LinJ07-230000-235000	LinJ07	230000	235000	+
LinJ07-235000-240000	LinJ07	235000	240000	+
LinJ07-240000-245000	LinJ07	240000	245000	+
LinJ07-245000-250000	LinJ07	245000	250000	+
LinJ07-250000-255000	LinJ07	250000	255000	+
LinJ07-255000-260000	LinJ07	255000	260000	+
LinJ07-260000-265000	LinJ07	260000	265000	+
LinJ07-265000-270000	LinJ07	265000	270000	+
LinJ07-270000-275000	LinJ07	270000	275000	+
LinJ07-275000-280000	LinJ07	275000	280000	+
LinJ07-280000-285000	LinJ07	280000	285000	+
LinJ07-285000-290000	LinJ07	285000	290000	+
LinJ07-290000-295000	LinJ07	290000	295000	+
LinJ07-295000-300000	LinJ07	295000	300000	+
LinJ07-300000-305000	LinJ07	300000	305000	+
LinJ07-305000-310000	LinJ07	305000	310000	+
LinJ07-310000-315000	LinJ07	310000	315000	+
LinJ07-315000-320000	LinJ07	315000	320000	+
LinJ07-320000-325000	LinJ07	320000	325000	+
LinJ07-325000-330000	LinJ07	325000	330000	+
LinJ07-330000-335000	LinJ07	330000	335000	+
LinJ07-335000-340000	LinJ07	335000	340000	+
LinJ07-340000-345000	LinJ07	340000	345000	+
LinJ07-345000-350000	LinJ07	345000	350000	+
LinJ07-350000-355000	LinJ07	350000	355000	+
LinJ07-355000-360000	LinJ07	355000	360000	+
LinJ07-360000-365000	LinJ07	360000	365000	+
LinJ07-365000-370000	LinJ07	365000	370000	+
LinJ07-370000-375000	LinJ07	370000	375000	+
LinJ07-375000-380000	LinJ07	375000	380000	+
LinJ07-380000-385000	LinJ07	380000	385000	+
LinJ07-385000-390000	LinJ07	385000	390000	+
LinJ07-390000-395000	LinJ07	390000	395000	+
LinJ07-395000-400000	LinJ07	395000	400000	+
LinJ07-400000-405000	LinJ07	400000	405000	+
LinJ07-405000-410000	LinJ07	405000	410000	+
LinJ07-410000-415000	LinJ07	410000	415000	+
LinJ07-415000-420000	LinJ07	415000	420000	+
LinJ07-420000-425000	LinJ07	420000	425000	+
LinJ07-425000-430000	LinJ07	425000	430000	+
LinJ07-430000-435000	LinJ07	430000	435000	+
LinJ07-435000-440000	LinJ07	435000	440000	+
LinJ07-440000-445000	LinJ07	440000	445000	+
LinJ07-445000-450000	LinJ07	445000	450000	+
LinJ07-450000-455000	LinJ07	450000	455000	+
LinJ07-455000-460000	LinJ07	455000	460000	+
LinJ07-460000-465000	LinJ07	460000	465000	+
LinJ07-465000-470000	LinJ07	465000	470000	+
LinJ07-470000-475000	LinJ07	470000	475000	+
LinJ07-475000-480000	LinJ07	475000	480000	+
LinJ07-480000-485000	LinJ07	480000	485000	+
LinJ07-485000-490000	LinJ07	485000	490000	+
LinJ07-490000-495000	LinJ07	490000	495000	+
LinJ07-495000-500000	LinJ07	495000	500000	+
LinJ07-500000-505000	LinJ07	500000	505000	+
LinJ07-505000-510000	LinJ07	505000	510000	+
LinJ07-510000-515000	LinJ07	510000	515000	+
LinJ07-515000-520000	LinJ07	515000	520000	+
LinJ07-520000-525000	LinJ07	520000	525000	+
LinJ07-525000-530000	LinJ07	525000	530000	+
LinJ07-530000-535000	LinJ07	530000	535000	+
LinJ07-535000-540000	LinJ07	535000	540000	+
LinJ07-540000-545000	LinJ07	540000	545000	+
LinJ07-545000-550000	LinJ07	545000	550000	+
LinJ07-550000-555000	LinJ07	550000	555000	+
LinJ07-555000-560000	LinJ07	555000	560000	+
LinJ07-560000-565000	LinJ07	560000	565000	+
LinJ07-565000-570000	LinJ07	565000	570000	+
LinJ07-570000-575000	LinJ07	570000	575000	+
LinJ07-575000-580000	LinJ07	575000	580000	+
LinJ07-580000-585000	LinJ07	580000	585000	+
LinJ07-585000-590000	LinJ07	585000	590000	+
LinJ07-590000-592866	LinJ07	590000	592866	+
LinJ08-0-5000	LinJ08	0	5000	+
LinJ08-5000-10000	LinJ08	5000	10000	+
LinJ08-10000-15000	LinJ08	10000	15000	+
LinJ08-15000-20000	LinJ08	15000	20000	+
LinJ08-20000-25000	LinJ08	20000	25000	+
LinJ08-25000-30000	LinJ08	25000	30000	+
LinJ08-30000-35000	LinJ08	30000	35000	+
LinJ08-35000-40000	LinJ08	35000	40000	+
LinJ08-40000-45000	LinJ08	40000	45000	+
LinJ08-45000-50000	LinJ08	45000	50000	+
LinJ08-50000-55000	LinJ08	50000	55000	+
LinJ08-55000-60000	LinJ08	55000	60000	+
LinJ08-60000-65000	LinJ08	60000	65000	+
LinJ08-65000-70000	LinJ08	65000	70000	+
LinJ08-70000-75000	LinJ08	70000	75000	+
LinJ08-75000-80000	LinJ08	75000	80000	+
LinJ08-80000-85000	LinJ08	80000	85000	+
LinJ08-85000-90000	LinJ08	85000	90000	+
LinJ08-90000-95000	LinJ08	90000	95000	+
LinJ08-95000-100000	LinJ08	95000	100000	+
LinJ08-100000-105000	LinJ08	100000	105000	+
LinJ08-105000-110000	LinJ08	105000	110000	+
LinJ08-110000-115000	LinJ08	110000	115000	+
LinJ08-115000-120000	LinJ08	115000	120000	+
LinJ08-120000-125000	LinJ08	120000	125000	+
LinJ08-125000-130000	LinJ08	125000	130000	+
LinJ08-130000-135000	LinJ08	130000	135000	+
LinJ08-135000-140000	LinJ08	135000	140000	+
LinJ08-140000-145000	LinJ08	140000	145000	+
LinJ08-145000-150000	LinJ08	145000	150000	+
LinJ08-150000-155000	LinJ08	150000	155000	+
LinJ08-155000-160000	LinJ08	155000	160000	+
LinJ08-160000-165000	LinJ08	160000	165000	+
LinJ08-165000-170000	LinJ08	165000	170000	+
LinJ08-170000-175000	LinJ08	170000	175000	+
LinJ08-175000-180000	LinJ08	175000	180000	+
LinJ08-180000-185000	LinJ08	180000	185000	+
LinJ08-185000-190000	LinJ08	185000	190000	+
LinJ08-190000-195000	LinJ08	190000	195000	+
LinJ08-195000-200000	LinJ08	195000	200000	+
LinJ08-200000-205000	LinJ08	200000	205000	+
LinJ08-205000-210000	LinJ08	205000	210000	+
LinJ08-210000-215000	LinJ08	210000	215000	+
LinJ08-215000-220000	LinJ08	215000	220000	+
LinJ08-220000-225000	LinJ08	220000	225000	+
LinJ08-225000-230000	LinJ08	225000	230000	+
LinJ08-230000-235000	LinJ08	230000	235000	+
LinJ08-235000-240000	LinJ08	235000	240000	+
LinJ08-240000-245000	LinJ08	240000	245000	+
LinJ08-245000-250000	LinJ08	245000	250000	+
LinJ08-250000-255000	LinJ08	250000	255000	+
LinJ08-255000-260000	LinJ08	255000	260000	+
LinJ08-260000-265000	LinJ08	260000	265000	+
LinJ08-265000-270000	LinJ08	265000	270000	+
LinJ08-270000-275000	LinJ08	270000	275000	+
LinJ08-275000-280000	LinJ08	275000	280000	+
LinJ08-280000-285000	LinJ08	280000	285000	+
LinJ08-285000-290000	LinJ08	285000	290000	+
LinJ08-290000-295000	LinJ08	290000	295000	+
LinJ08-295000-300000	LinJ08	295000	300000	+
LinJ08-300000-305000	LinJ08	300000	305000	+
LinJ08-305000-310000	LinJ08	305000	310000	+
LinJ08-310000-315000	LinJ08	310000	315000	+
LinJ08-315000-320000	LinJ08	315000	320000	+
LinJ08-320000-325000	LinJ08	320000	325000	+
LinJ08-325000-330000	LinJ08	325000	330000	+
LinJ08-330000-335000	LinJ08	330000	335000	+
LinJ08-335000-340000	LinJ08	335000	340000	+
LinJ08-340000-345000	LinJ08	340000	345000	+
LinJ08-345000-350000	LinJ08	345000	350000	+
LinJ08-350000-355000	LinJ08	350000	355000	+
LinJ08-355000-360000	LinJ08	355000	360000	+
LinJ08-360000-365000	LinJ08	360000	365000	+
LinJ08-365000-370000	LinJ08	365000	370000	+
LinJ08-370000-375000	LinJ08	370000	375000	+
LinJ08-375000-380000	LinJ08	375000	380000	+
LinJ08-380000-385000	LinJ08	380000	385000	+
LinJ08-385000-390000	LinJ08	385000	390000	+
LinJ08-390000-395000	LinJ08	390000	395000	+
LinJ08-395000-400000	LinJ08	395000	400000	+
LinJ08-400000-405000	LinJ08	400000	405000	+
LinJ08-405000-410000	LinJ08	405000	410000	+
LinJ08-410000-415000	LinJ08	410000	415000	+
LinJ08-415000-420000	LinJ08	415000	420000	+
LinJ08-420000-425000	LinJ08	420000	425000	+
LinJ08-425000-430000	LinJ08	425000	430000	+
LinJ08-430000-435000	LinJ08	430000	435000	+
LinJ08-435000-440000	LinJ08	435000	440000	+
LinJ08-440000-445000	LinJ08	440000	445000	+
LinJ08-445000-450000	LinJ08	445000	450000	+
LinJ08-450000-455000	LinJ08	450000	455000	+
LinJ08-455000-460000	LinJ08	455000	460000	+
LinJ08-460000-465000	LinJ08	460000	465000	+
LinJ08-465000-470000	LinJ08	465000	470000	+
LinJ08-470000-475000	LinJ08	470000	475000	+
LinJ08-475000-480000	LinJ08	475000	480000	+
LinJ08-480000-485000	LinJ08	480000	485000	+
LinJ08-485000-490000	LinJ08	485000	490000	+
LinJ08-490000-495000	LinJ08	490000	495000	+
LinJ08-495000-500000	LinJ08	495000	500000	+
LinJ08-500000-505000	LinJ08	500000	505000	+
LinJ08-505000-510000	LinJ08	505000	510000	+
LinJ08-510000-515000	LinJ08	510000	515000	+
LinJ08-515000-515747	LinJ08	515000	515747	+
LinJ09-0-5000	LinJ09	0	5000	+
LinJ09-5000-10000	LinJ09	5000	10000	+
LinJ09-10000-15000	LinJ09	10000	15000	+
LinJ09-15000-20000	LinJ09	15000	20000	+
LinJ09-20000-25000	LinJ09	20000	25000	+
LinJ09-25000-30000	LinJ09	25000	30000	+
LinJ09-30000-35000	LinJ09	30000	35000	+
LinJ09-35000-40000	LinJ09	35000	40000	+
LinJ09-40000-45000	LinJ09	40000	45000	+
LinJ09-45000-50000	LinJ09	45000	50000	+
LinJ09-50000-55000	LinJ09	50000	55000	+
LinJ09-55000-60000	LinJ09	55000	60000	+
LinJ09-60000-65000	LinJ09	60000	65000	+
LinJ09-65000-70000	LinJ09	65000	70000	+
LinJ09-70000-75000	LinJ09	70000	75000	+
LinJ09-75000-80000	LinJ09	75000	80000	+
LinJ09-80000-85000	LinJ09	80000	85000	+
LinJ09-85000-90000	LinJ09	85000	90000	+
LinJ09-90000-95000	LinJ09	90000	95000	+
LinJ09-95000-100000	LinJ09	95000	100000	+
LinJ09-100000-105000	LinJ09	100000	105000	+
LinJ09-105000-110000	LinJ09	105000	110000	+
LinJ09-110000-115000	LinJ09	110000	115000	+
LinJ09-115000-120000	LinJ09	115000	120000	+
LinJ09-120000-125000	LinJ09	120000	125000	+
LinJ09-125000-130000	LinJ09	125000	130000	+
LinJ09-130000-135000	LinJ09	130000	135000	+
LinJ09-135000-140000	LinJ09	135000	140000	+
LinJ09-140000-145000	LinJ09	140000	145000	+
LinJ09-145000-150000	LinJ09	145000	150000	+
LinJ09-150000-155000	LinJ09	150000	155000	+
LinJ09-155000-160000	LinJ09	155000	160000	+
LinJ09-160000-165000	LinJ09	160000	165000	+
LinJ09-165000-170000	LinJ09	165000	170000	+
LinJ09-170000-175000	LinJ09	170000	175000	+
LinJ09-175000-180000	LinJ09	175000	180000	+
LinJ09-180000-185000	LinJ09	180000	185000	+
LinJ09-185000-190000	LinJ09	185000	190000	+
LinJ09-190000-195000	LinJ09	190000	195000	+
LinJ09-195000-200000	LinJ09	195000	200000	+
LinJ09-200000-205000	LinJ09	200000	205000	+
LinJ09-205000-210000	LinJ09	205000	210000	+
LinJ09-210000-215000	LinJ09	210000	215000	+
LinJ09-215000-220000	LinJ09	215000	220000	+
LinJ09-220000-225000	LinJ09	220000	225000	+
LinJ09-225000-230000	LinJ09	225000	230000	+
LinJ09-230000-235000	LinJ09	230000	235000	+
LinJ09-235000-240000	LinJ09	235000	240000	+
LinJ09-240000-245000	LinJ09	240000	245000	+
LinJ09-245000-250000	LinJ09	245000	250000	+
LinJ09-250000-255000	LinJ09	250000	255000	+
LinJ09-255000-260000	LinJ09	255000	260000	+
LinJ09-260000-265000	LinJ09	260000	265000	+
LinJ09-265000-270000	LinJ09	265000	270000	+
LinJ09-270000-275000	LinJ09	270000	275000	+
LinJ09-275000-280000	LinJ09	275000	280000	+
LinJ09-280000-285000	LinJ09	280000	285000	+
LinJ09-285000-290000	LinJ09	285000	290000	+
LinJ09-290000-295000	LinJ09	290000	295000	+
LinJ09-295000-300000	LinJ09	295000	300000	+
LinJ09-300000-305000	LinJ09	300000	305000	+
LinJ09-305000-310000	LinJ09	305000	310000	+
LinJ09-310000-315000	LinJ09	310000	315000	+
LinJ09-315000-320000	LinJ09	315000	320000	+
LinJ09-320000-325000	LinJ09	320000	325000	+
LinJ09-325000-330000	LinJ09	325000	330000	+
LinJ09-330000-335000	LinJ09	330000	335000	+
LinJ09-335000-340000	LinJ09	335000	340000	+
LinJ09-340000-345000	LinJ09	340000	345000	+
LinJ09-345000-350000	LinJ09	345000	350000	+
LinJ09-350000-355000	LinJ09	350000	355000	+
LinJ09-355000-360000	LinJ09	355000	360000	+
LinJ09-360000-365000	LinJ09	360000	365000	+
LinJ09-365000-370000	LinJ09	365000	370000	+
LinJ09-370000-375000	LinJ09	370000	375000	+
LinJ09-375000-380000	LinJ09	375000	380000	+
LinJ09-380000-385000	LinJ09	380000	385000	+
LinJ09-385000-390000	LinJ09	385000	390000	+
LinJ09-390000-395000	LinJ09	390000	395000	+
LinJ09-395000-400000	LinJ09	395000	400000	+
LinJ09-400000-405000	LinJ09	400000	405000	+
LinJ09-405000-410000	LinJ09	405000	410000	+
LinJ09-410000-415000	LinJ09	410000	415000	+
LinJ09-415000-420000	LinJ09	415000	420000	+
LinJ09-420000-425000	LinJ09	420000	425000	+
LinJ09-425000-430000	LinJ09	425000	430000	+
LinJ09-430000-435000	LinJ09	430000	435000	+
LinJ09-435000-440000	LinJ09	435000	440000	+
LinJ09-440000-445000	LinJ09	440000	445000	+
LinJ09-445000-450000	LinJ09	445000	450000	+
LinJ09-450000-455000	LinJ09	450000	455000	+
LinJ09-455000-460000	LinJ09	455000	460000	+
LinJ09-460000-465000	LinJ09	460000	465000	+
LinJ09-465000-470000	LinJ09	465000	470000	+
LinJ09-470000-475000	LinJ09	470000	475000	+
LinJ09-475000-480000	LinJ09	475000	480000	+
LinJ09-480000-485000	LinJ09	480000	485000	+
LinJ09-485000-490000	LinJ09	485000	490000	+
LinJ09-490000-495000	LinJ09	490000	495000	+
LinJ09-495000-500000	LinJ09	495000	500000	+
LinJ09-500000-505000	LinJ09	500000	505000	+
LinJ09-505000-510000	LinJ09	505000	510000	+
LinJ09-510000-515000	LinJ09	510000	515000	+
LinJ09-515000-520000	LinJ09	515000	520000	+
LinJ09-520000-525000	LinJ09	520000	525000	+
LinJ09-525000-530000	LinJ09	525000	530000	+
LinJ09-530000-535000	LinJ09	530000	535000	+
LinJ09-535000-540000	LinJ09	535000	540000	+
LinJ09-540000-545000	LinJ09	540000	545000	+
LinJ09-545000-550000	LinJ09	545000	550000	+
LinJ09-550000-555000	LinJ09	550000	555000	+
LinJ09-555000-560000	LinJ09	555000	560000	+
LinJ09-560000-565000	LinJ09	560000	565000	+
LinJ09-565000-570000	LinJ09	565000	570000	+
LinJ09-570000-575000	LinJ09	570000	575000	+
LinJ09-575000-580000	LinJ09	575000	580000	+
LinJ09-580000-581924	LinJ09	580000	581924	+
LinJ10-0-5000	LinJ10	0	5000	+
LinJ10-5000-10000	LinJ10	5000	10000	+
LinJ10-10000-15000	LinJ10	10000	15000	+
LinJ10-15000-20000	LinJ10	15000	20000	+
LinJ10-20000-25000	LinJ10	20000	25000	+
LinJ10-25000-30000	LinJ10	25000	30000	+
LinJ10-30000-35000	LinJ10	30000	35000	+
LinJ10-35000-40000	LinJ10	35000	40000	+
LinJ10-40000-45000	LinJ10	40000	45000	+
LinJ10-45000-50000	LinJ10	45000	50000	+
LinJ10-50000-55000	LinJ10	50000	55000	+
LinJ10-55000-60000	LinJ10	55000	60000	+
LinJ10-60000-65000	LinJ10	60000	65000	+
LinJ10-65000-70000	LinJ10	65000	70000	+
LinJ10-70000-75000	LinJ10	70000	75000	+
LinJ10-75000-80000	LinJ10	75000	80000	+
LinJ10-80000-85000	LinJ10	80000	85000	+
LinJ10-85000-90000	LinJ10	85000	90000	+
LinJ10-90000-95000	LinJ10	90000	95000	+
LinJ10-95000-100000	LinJ10	95000	100000	+
LinJ10-100000-105000	LinJ10	100000	105000	+
LinJ10-105000-110000	LinJ10	105000	110000	+
LinJ10-110000-115000	LinJ10	110000	115000	+
LinJ10-115000-120000	LinJ10	115000	120000	+
LinJ10-120000-125000	LinJ10	120000	125000	+
LinJ10-125000-130000	LinJ10	125000	130000	+
LinJ10-130000-135000	LinJ10	130000	135000	+
LinJ10-135000-140000	LinJ10	135000	140000	+
LinJ10-140000-145000	LinJ10	140000	145000	+
LinJ10-145000-150000	LinJ10	145000	150000	+
LinJ10-150000-155000	LinJ10	150000	155000	+
LinJ10-155000-160000	LinJ10	155000	160000	+
LinJ10-160000-165000	LinJ10	160000	165000	+
LinJ10-165000-170000	LinJ10	165000	170000	+
LinJ10-170000-175000	LinJ10	170000	175000	+
LinJ10-175000-180000	LinJ10	175000	180000	+
LinJ10-180000-185000	LinJ10	180000	185000	+
LinJ10-185000-190000	LinJ10	185000	190000	+
LinJ10-190000-195000	LinJ10	190000	195000	+
LinJ10-195000-200000	LinJ10	195000	200000	+
LinJ10-200000-205000	LinJ10	200000	205000	+
LinJ10-205000-210000	LinJ10	205000	210000	+
LinJ10-210000-215000	LinJ10	210000	215000	+
LinJ10-215000-220000	LinJ10	215000	220000	+
LinJ10-220000-225000	LinJ10	220000	225000	+
LinJ10-225000-230000	LinJ10	225000	230000	+
LinJ10-230000-235000	LinJ10	230000	235000	+
LinJ10-235000-240000	LinJ10	235000	240000	+
LinJ10-240000-245000	LinJ10	240000	245000	+
LinJ10-245000-250000	LinJ10	245000	250000	+
LinJ10-250000-255000	LinJ10	250000	255000	+
LinJ10-255000-260000	LinJ10	255000	260000	+
LinJ10-260000-265000	LinJ10	260000	265000	+
LinJ10-265000-270000	LinJ10	265000	270000	+
LinJ10-270000-275000	LinJ10	270000	275000	+
LinJ10-275000-280000	LinJ10	275000	280000	+
LinJ10-280000-285000	LinJ10	280000	285000	+
LinJ10-285000-290000	LinJ10	285000	290000	+
LinJ10-290000-295000	LinJ10	290000	295000	+
LinJ10-295000-300000	LinJ10	295000	300000	+
LinJ10-300000-305000	LinJ10	300000	305000	+
LinJ10-305000-310000	LinJ10	305000	310000	+
LinJ10-310000-315000	LinJ10	310000	315000	+
LinJ10-315000-320000	LinJ10	315000	320000	+
LinJ10-320000-325000	LinJ10	320000	325000	+
LinJ10-325000-330000	LinJ10	325000	330000	+
LinJ10-330000-335000	LinJ10	330000	335000	+
LinJ10-335000-340000	LinJ10	335000	340000	+
LinJ10-340000-345000	LinJ10	340000	345000	+
LinJ10-345000-350000	LinJ10	345000	350000	+
LinJ10-350000-355000	LinJ10	350000	355000	+
LinJ10-355000-360000	LinJ10	355000	360000	+
LinJ10-360000-365000	LinJ10	360000	365000	+
LinJ10-365000-370000	LinJ10	365000	370000	+
LinJ10-370000-375000	LinJ10	370000	375000	+
LinJ10-375000-380000	LinJ10	375000	380000	+
LinJ10-380000-385000	LinJ10	380000	385000	+
LinJ10-385000-390000	LinJ10	385000	390000	+
LinJ10-390000-395000	LinJ10	390000	395000	+
LinJ10-395000-400000	LinJ10	395000	400000	+
LinJ10-400000-405000	LinJ10	400000	405000	+
LinJ10-405000-410000	LinJ10	405000	410000	+
LinJ10-410000-415000	LinJ10	410000	415000	+
LinJ10-415000-420000	LinJ10	415000	420000	+
LinJ10-420000-425000	LinJ10	420000	425000	+
LinJ10-425000-430000	LinJ10	425000	430000	+
LinJ10-430000-435000	LinJ10	430000	435000	+
LinJ10-435000-440000	LinJ10	435000	440000	+
LinJ10-440000-445000	LinJ10	440000	445000	+
LinJ10-445000-450000	LinJ10	445000	450000	+
LinJ10-450000-455000	LinJ10	450000	455000	+
LinJ10-455000-460000	LinJ10	455000	460000	+
LinJ10-460000-465000	LinJ10	460000	465000	+
LinJ10-465000-470000	LinJ10	465000	470000	+
LinJ10-470000-475000	LinJ10	470000	475000	+
LinJ10-475000-480000	LinJ10	475000	480000	+
LinJ10-480000-485000	LinJ10	480000	485000	+
LinJ10-485000-490000	LinJ10	485000	490000	+
LinJ10-490000-495000	LinJ10	490000	495000	+
LinJ10-495000-500000	LinJ10	495000	500000	+
LinJ10-500000-505000	LinJ10	500000	505000	+
LinJ10-505000-510000	LinJ10	505000	510000	+
LinJ10-510000-515000	LinJ10	510000	515000	+
LinJ10-515000-520000	LinJ10	515000	520000	+
LinJ10-520000-525000	LinJ10	520000	525000	+
LinJ10-525000-530000	LinJ10	525000	530000	+
LinJ10-530000-535000	LinJ10	530000	535000	+
LinJ10-535000-540000	LinJ10	535000	540000	+
LinJ10-540000-545000	LinJ10	540000	545000	+
LinJ10-545000-550000	LinJ10	545000	550000	+
LinJ10-550000-555000	LinJ10	550000	555000	+
LinJ10-555000-560000	LinJ10	555000	560000	+
LinJ10-560000-565000	LinJ10	560000	565000	+
LinJ10-565000-570000	LinJ10	565000	570000	+
LinJ10-570000-575000	LinJ10	570000	575000	+
LinJ10-575000-580000	LinJ10	575000	580000	+
LinJ10-580000-585000	LinJ10	580000	585000	+
LinJ10-585000-588579	LinJ10	585000	588579	+
LinJ11-0-5000	LinJ11	0	5000	+
LinJ11-5000-10000	LinJ11	5000	10000	+
LinJ11-10000-15000	LinJ11	10000	15000	+
LinJ11-15000-20000	LinJ11	15000	20000	+
LinJ11-20000-25000	LinJ11	20000	25000	+
LinJ11-25000-30000	LinJ11	25000	30000	+
LinJ11-30000-35000	LinJ11	30000	35000	+
LinJ11-35000-40000	LinJ11	35000	40000	+
LinJ11-40000-45000	LinJ11	40000	45000	+
LinJ11-45000-50000	LinJ11	45000	50000	+
LinJ11-50000-55000	LinJ11	50000	55000	+
LinJ11-55000-60000	LinJ11	55000	60000	+
LinJ11-60000-65000	LinJ11	60000	65000	+
LinJ11-65000-70000	LinJ11	65000	70000	+
LinJ11-70000-75000	LinJ11	70000	75000	+
LinJ11-75000-80000	LinJ11	75000	80000	+
LinJ11-80000-85000	LinJ11	80000	85000	+
LinJ11-85000-90000	LinJ11	85000	90000	+
LinJ11-90000-95000	LinJ11	90000	95000	+
LinJ11-95000-100000	LinJ11	95000	100000	+
LinJ11-100000-105000	LinJ11	100000	105000	+
LinJ11-105000-110000	LinJ11	105000	110000	+
LinJ11-110000-115000	LinJ11	110000	115000	+
LinJ11-115000-120000	LinJ11	115000	120000	+
LinJ11-120000-125000	LinJ11	120000	125000	+
LinJ11-125000-130000	LinJ11	125000	130000	+
LinJ11-130000-135000	LinJ11	130000	135000	+
LinJ11-135000-140000	LinJ11	135000	140000	+
LinJ11-140000-145000	LinJ11	140000	145000	+
LinJ11-145000-150000	LinJ11	145000	150000	+
LinJ11-150000-155000	LinJ11	150000	155000	+
LinJ11-155000-160000	LinJ11	155000	160000	+
LinJ11-160000-165000	LinJ11	160000	165000	+
LinJ11-165000-170000	LinJ11	165000	170000	+
LinJ11-170000-175000	LinJ11	170000	175000	+
LinJ11-175000-180000	LinJ11	175000	180000	+
LinJ11-180000-185000	LinJ11	180000	185000	+
LinJ11-185000-190000	LinJ11	185000	190000	+
LinJ11-190000-195000	LinJ11	190000	195000	+
LinJ11-195000-200000	LinJ11	195000	200000	+
LinJ11-200000-205000	LinJ11	200000	205000	+
LinJ11-205000-210000	LinJ11	205000	210000	+
LinJ11-210000-215000	LinJ11	210000	215000	+
LinJ11-215000-220000	LinJ11	215000	220000	+
LinJ11-220000-225000	LinJ11	220000	225000	+
LinJ11-225000-230000	LinJ11	225000	230000	+
LinJ11-230000-235000	LinJ11	230000	235000	+
LinJ11-235000-240000	LinJ11	235000	240000	+
LinJ11-240000-245000	LinJ11	240000	245000	+
LinJ11-245000-250000	LinJ11	245000	250000	+
LinJ11-250000-255000	LinJ11	250000	255000	+
LinJ11-255000-260000	LinJ11	255000	260000	+
LinJ11-260000-265000	LinJ11	260000	265000	+
LinJ11-265000-270000	LinJ11	265000	270000	+
LinJ11-270000-275000	LinJ11	270000	275000	+
LinJ11-275000-280000	LinJ11	275000	280000	+
LinJ11-280000-285000	LinJ11	280000	285000	+
LinJ11-285000-290000	LinJ11	285000	290000	+
LinJ11-290000-295000	LinJ11	290000	295000	+
LinJ11-295000-300000	LinJ11	295000	300000	+
LinJ11-300000-305000	LinJ11	300000	305000	+
LinJ11-305000-310000	LinJ11	305000	310000	+
LinJ11-310000-315000	LinJ11	310000	315000	+
LinJ11-315000-320000	LinJ11	315000	320000	+
